Site,GID,YLD
BAU-Bhagalpur,GID9085708,4.6057819
BAU-Bhagalpur,GID9085770,4.537396021
BAU-Bhagalpur,GID9086435,4.738122999
BAU-Bhagalpur,GID9086789,3.839219516
BAU-Bhagalpur,GID9086840,4.177019398
BAU-Bhagalpur,GID9086888,4.681171247
BAU-Bhagalpur,GID9086889,4.871257669
BAU-Bhagalpur,GID9087400,4.368297303
BAU-Bhagalpur,GID9087412,3.562626706
BAU-Bhagalpur,GID9088108,4.436682351
BAU-Bhagalpur,GID9088171,4.294073368
BAU-Bhagalpur,GID9278807,4.504303262
BAU-Bhagalpur,GID9279648,4.433410653
BAU-Bhagalpur,GID9279754,4.112810473
BAU-Bhagalpur,GID9279793,4.422038911
BAU-Bhagalpur,GID9280076,4.166392161
BAU-Bhagalpur,GID9280168,4.362259975
BAU-Bhagalpur,GID9280661,4.179751169
BAU-Bhagalpur,GID9281212,4.024384915
BAU-Bhagalpur,GID9281226,4.720134312
BAU-Bhagalpur,GID9282357,4.365521541
BAU-Bhagalpur,GID9283907,4.478239201
BAU-Bhagalpur,GID9283922,4.377173426
BAU-Bhagalpur,GID9283970,4.261441542
BAU-Bhagalpur,GID9284143,3.944548121
BAU-Bhagalpur,GID9284213,4.665833785
BAU-Bhagalpur,GID9284232,4.565275479
BAU-Bhagalpur,GID9284288,4.910994346
BAU-Bhagalpur,GID9284332,4.839935848
BAU-Bhagalpur,GID9284345,4.923062321
BAU-Bhagalpur,GID9284450,4.648656446
BAU-Bhagalpur,GID9284458,4.73512565
BAU-Bhagalpur,GID9284553,4.177273734
BAU-Bhagalpur,GID9284639,4.174979687
BAU-Bhagalpur,GID9284649,4.988102941
BAU-Bhagalpur,GID9284652,4.819153393
BAU-Bhagalpur,GID9284875,4.891567123
BAU-Bhagalpur,GID9284878,4.708414307
BAU-Bhagalpur,GID9284883,4.810105013
BAU-Bhagalpur,GID9285252,4.783589001
BAU-Bhagalpur,GID9285338,4.666146138
BAU-Bhagalpur,GID9285339,4.249107052
BAU-Bhagalpur,GID9285398,4.375917249
BAU-Bhagalpur,GID9285405,4.47932602
BAU-Bhagalpur,GID9285443,4.62538329
BAU-Bhagalpur,GID9285514,4.79024337
BAU-Bhagalpur,GID9285657,4.437927133
BAU-Bhagalpur,GID9285907,4.696828091
BAU-Bhagalpur,GID9286276,4.662956935
BAU-Bhagalpur,GID9286439,4.791613286
BAU-Bhagalpur,GID9286760,4.569415058
BAU-Bhagalpur,GID9286767,5.146943805
BAU-Bhagalpur,GID9287206,3.750821604
BAU-Bhagalpur,GID9287216,3.875529858
BAU-Bhagalpur,GID9287867,4.867363753
BAU-Bhagalpur,GID9288128,4.513541151
BAU-Bhagalpur,GID9288267,4.830408698
BAU-Bhagalpur,GID9288308,4.537250756
BAU-Bhagalpur,GID9288503,4.426448082
BAU-Bhagalpur,GID9288529,4.422143515
BAU-Bhagalpur,GID9288554,4.726252731
BAU-Bhagalpur,GID9288615,4.690890217
BAU-Bhagalpur,GID9288636,4.401673842
BAU-Bhagalpur,GID9288642,4.695658602
BAU-Bhagalpur,GID9288793,4.080806108
BAU-Bhagalpur,GID9288840,5.256056573
BAU-Bhagalpur,GID9288933,4.586495492
BAU-Bhagalpur,GID9288973,3.849661151
BAU-Bhagalpur,GID9289199,4.378597998
BAU-Bhagalpur,GID9289294,4.667883925
BAU-Bhagalpur,GID9289514,4.234212854
BAU-Bhagalpur,GID9289785,4.980150929
BAU-Bhagalpur,GID9289998,4.921491197
BAU-Bhagalpur,GID9290007,4.871086428
BAU-Bhagalpur,GID9290030,4.653304297
BAU-Bhagalpur,GID9290033,4.727303863
BAU-Bhagalpur,GID9290281,4.325407217
BAU-Bhagalpur,GID9290315,4.867704148
BAU-Bhagalpur,GID9290319,4.254381738
BAU-Bhagalpur,GID9290320,4.226528894
BAU-Bhagalpur,GID9290359,3.959960428
BAU-Bhagalpur,GID9290360,4.431380679
BAU-Bhagalpur,GID9290424,4.098620468
BAU-Bhagalpur,GID9290476,4.397942208
BAU-Bhagalpur,GID9290555,4.875054048
BAU-Bhagalpur,GID9290596,4.44305737
BAU-Bhagalpur,GID9290645,4.270189673
BAU-Bhagalpur,GID9290738,4.703800817
BAU-Bhagalpur,GID9290856,4.251467094
BAU-Bhagalpur,GID9290870,4.077339056
BAU-Bhagalpur,GID9290897,3.728557235
BAU-Bhagalpur,GID9290935,4.081413894
BAU-Bhagalpur,GID9290998,4.578464944
BAU-Bhagalpur,GID9291129,4.56450683
BAU-Bhagalpur,GID9291138,4.462822846
BAU-Bhagalpur,GID9291234,4.246164272
BAU-Bhagalpur,GID9291255,4.349881359
BAU-Bhagalpur,GID9291313,5.175280329
BAU-Bhagalpur,GID9291495,4.798899278
BAU-Bhagalpur,GID9292002,3.997992753
BAU-Bhagalpur,GID9292026,4.739693016
BAU-Bhagalpur,GID9292037,4.292337059
BAU-Bhagalpur,GID9292172,4.429541516
BAU-Bhagalpur,GID9292258,4.330685711
BAU-Bhagalpur,GID9292390,4.750211977
BAU-Bhagalpur,GID9292517,4.69645207
BAU-Bhagalpur,GID9292655,4.095976139
BAU-Bhagalpur,GID9292702,4.948775517
BAU-Bhagalpur,GID9292714,4.330726291
BAU-Bhagalpur,GID9293076,4.352888934
BAU-Bhagalpur,GID9293119,4.303031894
BAU-Bhagalpur,GID9293185,3.931664454
BAU-Bhagalpur,GID9293474,4.405967325
BAU-Bhagalpur,GID9293496,4.480120351
BAU-Bhagalpur,GID9293678,4.757709086
BAU-Bhagalpur,GID9293720,4.701217455
BAU-Bhagalpur,GID9293899,4.274450863
BAU-Bhagalpur,GID9293930,4.527971436
BCKU-Kalyani,GID9080879,4.076489337
BCKU-Kalyani,GID9080932,4.748028324
BCKU-Kalyani,GID9080962,4.274034618
BCKU-Kalyani,GID9080991,4.477146411
BCKU-Kalyani,GID9081027,4.019478584
BCKU-Kalyani,GID9081135,4.477308845
BCKU-Kalyani,GID9081219,4.234007092
BCKU-Kalyani,GID9081220,4.62030195
BCKU-Kalyani,GID9081342,4.581412607
BCKU-Kalyani,GID9081348,4.714129457
BCKU-Kalyani,GID9081386,4.678220023
BCKU-Kalyani,GID9081392,4.461364305
BCKU-Kalyani,GID9081405,4.531086252
BCKU-Kalyani,GID9081454,4.111480268
BCKU-Kalyani,GID9081861,4.513550503
BCKU-Kalyani,GID9081985,4.506250402
BCKU-Kalyani,GID9082028,4.554924203
BCKU-Kalyani,GID9082264,4.359046207
BCKU-Kalyani,GID9082396,4.325833752
BCKU-Kalyani,GID9082740,4.596415238
BCKU-Kalyani,GID9082815,4.471007136
BCKU-Kalyani,GID9083043,4.174920987
BCKU-Kalyani,GID9083135,5.065287486
BCKU-Kalyani,GID9083219,4.811143709
BCKU-Kalyani,GID9083240,4.568576302
BCKU-Kalyani,GID9083563,4.347272955
BCKU-Kalyani,GID9083568,4.404448673
BCKU-Kalyani,GID9083570,4.381226677
BCKU-Kalyani,GID9083575,4.651243496
BCKU-Kalyani,GID9083713,4.400350674
BCKU-Kalyani,GID9083716,4.421304531
BCKU-Kalyani,GID9083790,4.088386546
BCKU-Kalyani,GID9084091,4.844301921
BCKU-Kalyani,GID9084189,4.594408418
BCKU-Kalyani,GID9084226,4.762869416
BCKU-Kalyani,GID9084364,4.436377049
BCKU-Kalyani,GID9084655,4.726662909
BCKU-Kalyani,GID9084657,4.313237704
BCKU-Kalyani,GID9084814,4.114743246
BCKU-Kalyani,GID9084833,4.300245291
BCKU-Kalyani,GID9084856,4.281276195
BCKU-Kalyani,GID9084970,4.576457447
BCKU-Kalyani,GID9085537,4.83927804
BCKU-Kalyani,GID9085708,4.417826934
BCKU-Kalyani,GID9085770,4.335990607
BCKU-Kalyani,GID9086435,4.528033572
BCKU-Kalyani,GID9086789,4.238046923
BCKU-Kalyani,GID9086840,4.379591611
BCKU-Kalyani,GID9086888,4.458767066
BCKU-Kalyani,GID9086889,4.680268602
BCKU-Kalyani,GID9087400,4.24367936
BCKU-Kalyani,GID9087412,3.758292085
BCKU-Kalyani,GID9088108,4.275801233
BCKU-Kalyani,GID9088171,4.240314802
BCKU-Kalyani,GID9278807,4.302677308
BCKU-Kalyani,GID9279648,4.646577854
BCKU-Kalyani,GID9279754,4.308966501
BCKU-Kalyani,GID9279793,4.475041452
BCKU-Kalyani,GID9280076,3.997799475
BCKU-Kalyani,GID9280168,4.563693527
BCKU-Kalyani,GID9280661,4.607553264
BCKU-Kalyani,GID9281212,4.279167552
BCKU-Kalyani,GID9281226,4.678818325
BCKU-Kalyani,GID9282357,4.752100059
BCKU-Kalyani,GID9283907,5.174126187
BCKU-Kalyani,GID9283922,4.364787677
BCKU-Kalyani,GID9283970,4.072666328
BCKU-Kalyani,GID9284143,3.782025639
BCKU-Kalyani,GID9284213,4.495496659
BCKU-Kalyani,GID9284232,4.274384105
BCKU-Kalyani,GID9284288,4.368262606
BCKU-Kalyani,GID9284332,4.622737976
BCKU-Kalyani,GID9284345,4.455626845
BCKU-Kalyani,GID9284450,4.54995838
BCKU-Kalyani,GID9284458,4.827671191
BCKU-Kalyani,GID9284553,4.252463988
BCKU-Kalyani,GID9284639,4.463545622
BCKU-Kalyani,GID9284649,4.546476549
BCKU-Kalyani,GID9284652,4.969220144
BCKU-Kalyani,GID9284875,4.582560399
BCKU-Kalyani,GID9284878,4.40550175
BCKU-Kalyani,GID9284883,4.347837723
BCKU-Kalyani,GID9285252,4.807510885
BCKU-Kalyani,GID9285338,4.697430196
BCKU-Kalyani,GID9285339,4.313308364
BCKU-Kalyani,GID9285398,4.123140331
BCKU-Kalyani,GID9285405,4.255170207
BCKU-Kalyani,GID9285443,5.246148114
BCKU-Kalyani,GID9285514,4.303452576
BCKU-Kalyani,GID9285657,4.293208021
BCKU-Kalyani,GID9285907,4.637082128
BCKU-Kalyani,GID9286276,4.383083131
BCKU-Kalyani,GID9286439,4.420481445
BCKU-Kalyani,GID9286760,4.278404855
BCKU-Kalyani,GID9286767,4.690083659
BCKU-Kalyani,GID9287206,3.998021251
BCKU-Kalyani,GID9287216,3.979436504
BCKU-Kalyani,GID9287867,4.83961607
BCKU-Kalyani,GID9288128,4.770437842
BCKU-Kalyani,GID9288267,4.623973972
BCKU-Kalyani,GID9288308,4.535193163
BCKU-Kalyani,GID9288503,4.282834056
BCKU-Kalyani,GID9288529,4.300166979
BCKU-Kalyani,GID9288554,4.552956038
BCKU-Kalyani,GID9288615,4.601128503
BCKU-Kalyani,GID9288636,4.221136217
BCKU-Kalyani,GID9288642,4.481995405
BCKU-Kalyani,GID9288793,4.110986711
BCKU-Kalyani,GID9288840,4.716645477
BCKU-Kalyani,GID9288933,4.617643756
BCKU-Kalyani,GID9288973,4.103573188
BCKU-Kalyani,GID9289199,4.421099447
BCKU-Kalyani,GID9289294,4.565798159
BCKU-Kalyani,GID9289514,4.474150412
BCKU-Kalyani,GID9289785,4.956406047
BCKU-Kalyani,GID9289998,4.771981773
BCKU-Kalyani,GID9290007,4.639000593
BCKU-Kalyani,GID9290030,4.332809254
BCKU-Kalyani,GID9290033,4.838630033
BCKU-Kalyani,GID9290281,4.664808067
BCKU-Kalyani,GID9290315,4.957207886
BCKU-Kalyani,GID9290319,4.424393851
BCKU-Kalyani,GID9290320,4.455233283
BCKU-Kalyani,GID9290359,4.117115667
BCKU-Kalyani,GID9290360,4.648227964
BCKU-Kalyani,GID9290424,4.217457556
BCKU-Kalyani,GID9290476,4.429308625
BCKU-Kalyani,GID9290555,4.723850519
BCKU-Kalyani,GID9290596,4.348333429
BCKU-Kalyani,GID9290645,4.658662519
BCKU-Kalyani,GID9290738,4.441059396
BCKU-Kalyani,GID9290856,4.574670273
BCKU-Kalyani,GID9290870,4.449678932
BCKU-Kalyani,GID9290897,4.480160853
BCKU-Kalyani,GID9290935,4.210796312
BCKU-Kalyani,GID9290998,4.728761383
BCKU-Kalyani,GID9291129,4.654935634
BCKU-Kalyani,GID9291138,4.366343612
BCKU-Kalyani,GID9291234,4.562391805
BCKU-Kalyani,GID9291255,4.555652146
BCKU-Kalyani,GID9291313,4.728851392
BCKU-Kalyani,GID9291495,4.609329797
BCKU-Kalyani,GID9292002,4.043257313
BCKU-Kalyani,GID9292026,4.677232462
BCKU-Kalyani,GID9292037,4.547623872
BCKU-Kalyani,GID9292172,4.550459409
BCKU-Kalyani,GID9292258,4.423352123
BCKU-Kalyani,GID9292390,4.74098109
BCKU-Kalyani,GID9292517,4.706890541
BCKU-Kalyani,GID9292655,4.365928153
BCKU-Kalyani,GID9292702,4.767402483
BCKU-Kalyani,GID9292714,4.386987349
BCKU-Kalyani,GID9293076,4.638255373
BCKU-Kalyani,GID9293119,4.432237957
BCKU-Kalyani,GID9293185,4.204593764
BCKU-Kalyani,GID9293474,4.41875481
BCKU-Kalyani,GID9293496,4.375080759
BCKU-Kalyani,GID9293678,4.77470848
BCKU-Kalyani,GID9293720,4.625690754
BCKU-Kalyani,GID9293899,4.354818256
BCKU-Kalyani,GID9293930,4.279873088
Bhairahawa-Nepal,GID9080879,4.19268785
Bhairahawa-Nepal,GID9080932,4.536924741
Bhairahawa-Nepal,GID9080962,4.516820517
Bhairahawa-Nepal,GID9080991,4.240465197
Bhairahawa-Nepal,GID9081027,4.010973943
Bhairahawa-Nepal,GID9081135,4.192965374
Bhairahawa-Nepal,GID9081219,4.248944757
Bhairahawa-Nepal,GID9081220,4.656051046
Bhairahawa-Nepal,GID9081342,4.548322233
Bhairahawa-Nepal,GID9081348,4.753797756
Bhairahawa-Nepal,GID9081386,5.011918912
Bhairahawa-Nepal,GID9081392,4.593738071
Bhairahawa-Nepal,GID9081405,4.548812479
Bhairahawa-Nepal,GID9081454,4.331103859
Bhairahawa-Nepal,GID9081861,4.696726084
Bhairahawa-Nepal,GID9081985,4.773015884
Bhairahawa-Nepal,GID9082028,4.763244306
Bhairahawa-Nepal,GID9082264,4.555983269
Bhairahawa-Nepal,GID9082396,4.345494091
Bhairahawa-Nepal,GID9082740,4.566713572
Bhairahawa-Nepal,GID9082815,4.314742268
Bhairahawa-Nepal,GID9083043,4.249662109
Bhairahawa-Nepal,GID9083135,4.815600498
Bhairahawa-Nepal,GID9083219,4.846469074
Bhairahawa-Nepal,GID9083240,4.455197263
Bhairahawa-Nepal,GID9083563,4.368834439
Bhairahawa-Nepal,GID9083568,4.549680762
Bhairahawa-Nepal,GID9083570,4.44551732
Bhairahawa-Nepal,GID9083575,4.747621548
Bhairahawa-Nepal,GID9083713,4.515323676
Bhairahawa-Nepal,GID9083716,4.820143731
Bhairahawa-Nepal,GID9083790,4.394703671
Bhairahawa-Nepal,GID9084091,4.969324899
Bhairahawa-Nepal,GID9084189,4.65071382
Bhairahawa-Nepal,GID9084226,4.927267268
Bhairahawa-Nepal,GID9084364,4.797963108
Bhairahawa-Nepal,GID9084655,4.732237215
Bhairahawa-Nepal,GID9084657,4.198130856
Bhairahawa-Nepal,GID9084814,4.221283098
Bhairahawa-Nepal,GID9084833,4.319053573
Bhairahawa-Nepal,GID9084856,4.322177362
Bhairahawa-Nepal,GID9084970,4.453289627
Bhairahawa-Nepal,GID9085537,4.880349976
Bhairahawa-Nepal,GID9085708,4.434948601
Bhairahawa-Nepal,GID9085770,4.4397569
Bhairahawa-Nepal,GID9086435,4.794496259
Bhairahawa-Nepal,GID9086789,4.33690795
Bhairahawa-Nepal,GID9086840,4.176083915
Bhairahawa-Nepal,GID9086888,4.396941341
Bhairahawa-Nepal,GID9086889,4.684685635
Bhairahawa-Nepal,GID9087400,4.440740771
Bhairahawa-Nepal,GID9087412,3.701577093
Bhairahawa-Nepal,GID9088108,4.439043833
Bhairahawa-Nepal,GID9088171,4.052639037
Bhairahawa-Nepal,GID9278807,4.574996548
Bhairahawa-Nepal,GID9279648,4.385091558
Bhairahawa-Nepal,GID9279754,4.003160302
Bhairahawa-Nepal,GID9279793,4.920931601
Bhairahawa-Nepal,GID9280076,4.271514376
Bhairahawa-Nepal,GID9280168,4.727278209
Bhairahawa-Nepal,GID9280661,4.37894786
Bhairahawa-Nepal,GID9281212,4.306681055
Bhairahawa-Nepal,GID9281226,4.813175713
Bhairahawa-Nepal,GID9282357,4.692840139
Bhairahawa-Nepal,GID9283907,4.979475821
Bhairahawa-Nepal,GID9283922,4.683826366
Bhairahawa-Nepal,GID9283970,4.493646236
Bhairahawa-Nepal,GID9284143,3.984232787
Bhairahawa-Nepal,GID9284213,4.596002491
Bhairahawa-Nepal,GID9284232,4.624583607
Bhairahawa-Nepal,GID9284288,4.526943287
Bhairahawa-Nepal,GID9284332,4.489138248
Bhairahawa-Nepal,GID9284345,4.479489322
Bhairahawa-Nepal,GID9284450,4.366413667
Bhairahawa-Nepal,GID9284458,4.945784221
Bhairahawa-Nepal,GID9284553,4.615186689
Bhairahawa-Nepal,GID9284639,4.455645542
Bhairahawa-Nepal,GID9284649,4.783907775
Bhairahawa-Nepal,GID9284652,4.895225922
Bhairahawa-Nepal,GID9284875,4.672557491
Bhairahawa-Nepal,GID9284878,4.375179303
Bhairahawa-Nepal,GID9284883,4.441514042
Bhairahawa-Nepal,GID9285252,4.131989036
Bhairahawa-Nepal,GID9285338,4.528579202
Bhairahawa-Nepal,GID9285339,4.453731268
Bhairahawa-Nepal,GID9285398,4.509982
Bhairahawa-Nepal,GID9285405,4.744722529
Bhairahawa-Nepal,GID9285443,4.70307496
Bhairahawa-Nepal,GID9285514,4.235784525
Bhairahawa-Nepal,GID9285657,4.437044674
Bhairahawa-Nepal,GID9285907,4.45719617
Bhairahawa-Nepal,GID9286276,4.28388205
Bhairahawa-Nepal,GID9286439,4.48695534
Bhairahawa-Nepal,GID9286760,4.304191492
Bhairahawa-Nepal,GID9286767,4.74270716
Bhairahawa-Nepal,GID9287206,4.209254267
Bhairahawa-Nepal,GID9287216,4.052741837
Bhairahawa-Nepal,GID9287867,4.56137238
Bhairahawa-Nepal,GID9288128,4.548924768
Bhairahawa-Nepal,GID9288267,4.582269176
Bhairahawa-Nepal,GID9288308,4.144783293
Bhairahawa-Nepal,GID9288503,4.166620405
Bhairahawa-Nepal,GID9288529,4.146474716
Bhairahawa-Nepal,GID9288554,4.402845549
Bhairahawa-Nepal,GID9288615,4.233369011
Bhairahawa-Nepal,GID9288636,4.248695409
Bhairahawa-Nepal,GID9288642,4.363630003
Bhairahawa-Nepal,GID9288793,4.18908983
Bhairahawa-Nepal,GID9288840,4.477911548
Bhairahawa-Nepal,GID9288933,4.454167657
Bhairahawa-Nepal,GID9288973,4.242313238
Bhairahawa-Nepal,GID9289199,4.607962647
Bhairahawa-Nepal,GID9289294,4.076433671
Bhairahawa-Nepal,GID9289514,4.186188116
Bhairahawa-Nepal,GID9289785,4.320008218
Bhairahawa-Nepal,GID9289998,4.566721059
Bhairahawa-Nepal,GID9290007,4.365565556
Bhairahawa-Nepal,GID9290030,4.271799151
Bhairahawa-Nepal,GID9290033,4.397203994
Bhairahawa-Nepal,GID9290281,4.339779749
Bhairahawa-Nepal,GID9290315,4.466342928
Bhairahawa-Nepal,GID9290319,4.339571138
Bhairahawa-Nepal,GID9290320,4.515484928
Bhairahawa-Nepal,GID9290359,4.084025293
Bhairahawa-Nepal,GID9290360,4.364112577
Bhairahawa-Nepal,GID9290424,3.971846175
Bhairahawa-Nepal,GID9290476,4.250149981
Bhairahawa-Nepal,GID9290555,4.538555624
Bhairahawa-Nepal,GID9290596,4.487448644
Bhairahawa-Nepal,GID9290645,4.620593524
Bhairahawa-Nepal,GID9290738,4.639680802
Bhairahawa-Nepal,GID9290856,4.70359021
Bhairahawa-Nepal,GID9290870,4.456193086
Bhairahawa-Nepal,GID9290897,4.25512517
Bhairahawa-Nepal,GID9290935,4.320488431
Bhairahawa-Nepal,GID9290998,4.456649647
Bhairahawa-Nepal,GID9291129,4.728491716
Bhairahawa-Nepal,GID9291138,4.489773026
Bhairahawa-Nepal,GID9291234,4.655559792
Bhairahawa-Nepal,GID9291255,4.440191558
Bhairahawa-Nepal,GID9291313,4.828113109
Bhairahawa-Nepal,GID9291495,4.726075289
Bhairahawa-Nepal,GID9292002,4.148857288
Bhairahawa-Nepal,GID9292026,4.595295627
Bhairahawa-Nepal,GID9292037,4.593511402
Bhairahawa-Nepal,GID9292172,4.600023806
Bhairahawa-Nepal,GID9292258,4.598337307
Bhairahawa-Nepal,GID9292390,4.824523736
Bhairahawa-Nepal,GID9292517,4.875026059
Bhairahawa-Nepal,GID9292655,4.40214296
Bhairahawa-Nepal,GID9292702,4.523924858
Bhairahawa-Nepal,GID9292714,4.082490927
Bhairahawa-Nepal,GID9293076,4.437284008
Bhairahawa-Nepal,GID9293119,4.500375794
Bhairahawa-Nepal,GID9293185,4.263398322
Bhairahawa-Nepal,GID9293474,4.506587675
Bhairahawa-Nepal,GID9293496,4.589008143
Bhairahawa-Nepal,GID9293678,4.849745055
Bhairahawa-Nepal,GID9293720,4.548239022
Bhairahawa-Nepal,GID9293899,4.51123144
Bhairahawa-Nepal,GID9293930,4.385979121
BISA-Pusa,GID9080879,4.090112308
BISA-Pusa,GID9080932,4.889222965
BISA-Pusa,GID9080962,4.470408809
BISA-Pusa,GID9080991,4.804493346
BISA-Pusa,GID9081027,3.937674733
BISA-Pusa,GID9081135,4.358597174
BISA-Pusa,GID9081219,4.325667307
BISA-Pusa,GID9081220,4.95495243
BISA-Pusa,GID9081342,4.767486762
BISA-Pusa,GID9081348,4.981360834
BISA-Pusa,GID9081386,4.555160795
BISA-Pusa,GID9081392,4.475828187
BISA-Pusa,GID9081405,4.447217396
BISA-Pusa,GID9081454,4.140924998
BISA-Pusa,GID9081861,4.57445554
BISA-Pusa,GID9081985,4.518012415
BISA-Pusa,GID9082028,4.522590837
BISA-Pusa,GID9082264,4.38844269
BISA-Pusa,GID9082396,4.241218993
BISA-Pusa,GID9082740,4.525307554
BISA-Pusa,GID9082815,4.701500056
BISA-Pusa,GID9083043,4.130618717
BISA-Pusa,GID9083135,5.073023865
BISA-Pusa,GID9083219,4.729194054
BISA-Pusa,GID9083240,4.79667171
BISA-Pusa,GID9083563,4.338055268
BISA-Pusa,GID9083568,4.528371028
BISA-Pusa,GID9083570,4.497821866
BISA-Pusa,GID9083575,4.490260873
BISA-Pusa,GID9083713,4.485702355
BISA-Pusa,GID9083716,4.794318945
BISA-Pusa,GID9083790,4.336187334
BISA-Pusa,GID9084091,4.925110123
BISA-Pusa,GID9084189,4.565258415
BISA-Pusa,GID9084226,4.685626498
BISA-Pusa,GID9084364,4.453133043
BISA-Pusa,GID9084655,5.218443536
BISA-Pusa,GID9084657,4.510253328
BISA-Pusa,GID9084814,4.464297942
BISA-Pusa,GID9084833,4.340605997
BISA-Pusa,GID9084856,4.346549742
BISA-Pusa,GID9084970,4.868879016
BISA-Pusa,GID9085537,4.681901083
BISA-Pusa,GID9085708,3.849045623
BISA-Pusa,GID9085770,4.725756529
BISA-Pusa,GID9086435,4.802291556
BISA-Pusa,GID9086789,4.178932439
BISA-Pusa,GID9086840,4.07869456
BISA-Pusa,GID9086888,4.62878489
BISA-Pusa,GID9086889,4.905685479
BISA-Pusa,GID9087400,4.608302558
BISA-Pusa,GID9087412,3.56145687
BISA-Pusa,GID9088108,4.47259298
BISA-Pusa,GID9088171,4.452281554
BISA-Pusa,GID9278807,4.553713688
BISA-Pusa,GID9279648,4.201041764
BISA-Pusa,GID9279754,4.09621564
BISA-Pusa,GID9279793,4.468060425
BISA-Pusa,GID9280076,4.284275833
BISA-Pusa,GID9280168,4.445345631
BISA-Pusa,GID9280661,4.287574926
BISA-Pusa,GID9281212,4.173985371
BISA-Pusa,GID9281226,4.63495164
BISA-Pusa,GID9282357,4.194946755
BISA-Pusa,GID9283907,4.501034023
BISA-Pusa,GID9283922,4.380889724
BISA-Pusa,GID9283970,4.169402072
BISA-Pusa,GID9284143,3.83308163
BISA-Pusa,GID9284213,4.38647598
BISA-Pusa,GID9284232,4.278789359
BISA-Pusa,GID9284288,4.56058619
BISA-Pusa,GID9284332,4.658770299
BISA-Pusa,GID9284345,4.694989125
BISA-Pusa,GID9284450,4.647758423
BISA-Pusa,GID9284458,4.592138354
BISA-Pusa,GID9284553,4.387407477
BISA-Pusa,GID9284639,4.109891125
BISA-Pusa,GID9284649,4.778724412
BISA-Pusa,GID9284652,4.7183783
BISA-Pusa,GID9284875,4.479510468
BISA-Pusa,GID9284878,4.427629188
BISA-Pusa,GID9284883,4.584805801
BISA-Pusa,GID9285252,4.554479559
BISA-Pusa,GID9285338,4.324109781
BISA-Pusa,GID9285339,4.030222957
BISA-Pusa,GID9285398,4.445298561
BISA-Pusa,GID9285405,4.476037127
BISA-Pusa,GID9285443,4.652288669
BISA-Pusa,GID9285514,4.720206507
BISA-Pusa,GID9285657,4.314169072
BISA-Pusa,GID9285907,4.962837697
BISA-Pusa,GID9286276,4.81771162
BISA-Pusa,GID9286439,4.495398701
BISA-Pusa,GID9286760,4.279488026
BISA-Pusa,GID9286767,4.848509267
BISA-Pusa,GID9287206,3.997438991
BISA-Pusa,GID9287216,3.747412972
BISA-Pusa,GID9287867,4.185723049
BISA-Pusa,GID9288128,4.857021645
BISA-Pusa,GID9288267,4.668156598
BISA-Pusa,GID9288308,4.888670056
BISA-Pusa,GID9288503,4.453956109
BISA-Pusa,GID9288529,4.681511117
BISA-Pusa,GID9288554,4.431438523
BISA-Pusa,GID9288615,3.971106287
BISA-Pusa,GID9288636,4.273048124
BISA-Pusa,GID9288642,4.47218614
BISA-Pusa,GID9288793,4.417934791
BISA-Pusa,GID9288840,4.822941799
BISA-Pusa,GID9288933,4.552947288
BISA-Pusa,GID9288973,3.935101933
BISA-Pusa,GID9289199,4.569009534
BISA-Pusa,GID9289294,4.240585879
